uen,hdb_registration_no,company_name,address,postal_code,email_address,contact_no
200907227R,HB-08-3938E    ,CLASSIC ALUMINIUM INDUSTRY PTE. LTD.                                                                ,3018 BEDOK NORTH STREET 5 # 03-26 EASTLINK,486132,RAMC@CLASSIC.SG                                   ,64488975
201004729N,HB-09-1795B    ,GREAT ART DESIGN AND BUILD PTE. LTD.                                                                ,1 KAKI BUKIT ROAD 1 # 02-46 ENTERPRISE ONE,415934,GREATART@SINGNET.COM.SG                           ,68416878
35311700E ,HB-09-1835F    ,HOCK PEN DECORATION & TRADING                                                                       ,716 YISHUN ST 71 # 01-274 ,760716,DAVID_GOH82@YAHOO.COM.SG                          ,64575561
199705643C,HB-09-1910D    ,ARTREND DESIGN PTE LTD                                                                              ,22 WOODLANDS LINK # 04-13 WOODLANDS EAST IND EST,738734,INFO@ARTREND.COM.SG                               ,67567789
31826100J ,HB-09-1988F    ,SIN KIONG FURNISHING CONTRACTOR                                                                     ,387A CHANGI ROAD # - ,419836,SINKIONG_NG@YAHOO.COM.SG                          ,65821917
200504006G,HB-09-1995H    ,Z-STAR TRADING PTE LTD                                                                              ,261 Waterloo Street # 01-17 Waterloo Center,180261,JH@ZSTAR.SG                                       ,65520692
48006800C ,HB-09-2063D    ,COMPACT BUILDER'S AND DESIGN CENTRE                                                                 ,5 TOH YI DRIVE # 13-223 ,459525,COLLEEN_YAP84@HOTMAIL.COM                         ,64630702
44033700C ,HB-09-2065B    ,FORM-ART DESIGNS                                                                                    ,1006 Eunos Avenue 7 # 01-26 ,409577,FORMARTDESIGNS@SINGNET.COM.SG                     ,64894567
32765500C ,HB-09-2138E    ,AG'S PLUMBERS & RENOVATORS                                                                          ,490 CHANGI ROAD # - ,419899,SERVICES@AGSPLUMBERS.COM                          ,68410577
198802811Z,HB-09-2213F    ,GREATLAND BUILDING CONSTRUCTION PTE LTD                                                             ,75 LOYANG WAY # - ,508764,ADMIN@GREATLAND-EAGLE.COM                         ,67451300
198001995N,HB-09-2307G    ,WOODMARK & ASSOCIATES PTE LTD                                                                       ,3021 UBI AVE 2 # 02-189 ,408897,JHWOODMARK@GMAIL.COM                              ,67486388
47430500K ,HB-09-2312F    ,ACCREDIT BUILDING CONTRACTOR                                                                        ,13 LORONG 8 TOA PAYOH # 02-10 BRADDELL TECH,319261,ACCREDIT.CT@GMAIL.COM                             ,62538876
50359300A ,HB-09-2313Z    ,LINKAGE BUILDERS                                                                                    ,9 KAKI BUKIT RD 2 # 03-02 GORDON HOUSE BUILDING,417842,LINKAGE@SINGNET.COM.SG                            ,63661961
52591600L ,HB-09-2316G    ,Q DESIGN                                                                                            ,8 Kaki Bukit Ave 4 # 08-29 premier@Kaki Bukit,415875,QDESIGN_SG@YAHOO.COM.SG                           ,63416768
45139000L ,HB-09-2321F    ,G.J. ENTERPRISE                                                                                     ,3016 BEDOK NORTH AVE 4 # 08-10 EASTECH,489947,GJENT@SINGNET.COM.SG                              ,64465575
46246000B ,HB-09-2323A    ,TONG AIK TRADING                                                                                    ,692A CHOA CHU KANG CRESCENT # 21-12 ,681692,TONGAIKT1@GMAIL.COM                               ,63148087
199806023H,HB-09-2325G    ,EAST-PINE BUILDERS PTE LTD                                                                          ,140 Upper Bukit timah road # 03-15 Beauty world plaza,588176,EP_BUILDERS@YAHOO.COM.SG                          ,65617217
50481500L ,HB-09-2326B    ,WIN DECOR ENTERPRISE                                                                                ,"Neythal Rd Neythal Rd, 113 # - ",628600,WINDECOR1985@HOTMAIL.COM                          ,91083788
200101182R,HB-09-2327E    ,SWATECH RENOVATION & CONSTRUCTION PTE LTD                                                           ,3013 BEDOK INDUSTRIAL PARK E # 01-2120 ,489979,KGYEO288@YAHOO.COM.SG                             ,62427274
47937000A ,HB-09-2330Z    ,TONGYI RENOVATION & GENERAL WORK                                                                    ,3021A UBI RD 1 # 01-40 ,408715,DTEOAK@HOTMAIL.COM                                ,67435192
50626500E ,HB-09-2618H    ,CAG CONSTRUCTION & TRADING                                                                          ,11 Mandai Estate # 06-05 The Eldix,729908,ENQUIRY@CAGBUILD.COM                              ,64621560
43815200W ,HB-09-2619C    ,FONG CHIN RENOVATION CONTRACTOR (1990)                                                              ,129 BEDOK NORTH ST 2 # 01-42 ,460129,OFFICE@FONGCHIN.SG                                ,64412052
52820854C ,HB-09-2623D    ,BATISAH INTERIOR DESIGN                                                                             ,228 Changi Road # B1-16 iCon@Changi,419741,BATISAH.ID@GMAIL.COM                              ,64442189
32823100B ,HB-09-2629F    ,RUXING RENOVATION CO                                                                                ,171 STIRLING ROAD # 01-1107 ,140171,RUXING2000@YAHOO.COM                              ,64759967
199404907K,HB-09-2634B    ,SIL BRIGHT CONSTRUCTION PTE LTD                                                                     ,5060 ANG MO KIO INDUSTRIAL PARK 2 # 01-1229 ,569563,SILBRIGHTCONSTRUCTION@GMAIL.COM                   ,63832056
199400073Z,HB-09-2638F    ,STYLIST FURNISHING PTE LTD                                                                          ,9003 TAMPINES ST 93 # 01-158 ,528837,STYLIST@SINGNET.COM.SG                            ,67834077
37264900M ,HB-09-2639Z    ,TIEN YEE INTERIOR DESIGN                                                                            ,108 TAMPINES ST 11 # 09-307 HDB,521108,TIENYEEINTERIOR@YAHOO.COM.SG                      ,67829758
47124800B ,HB-09-2817C    ,AS EEROD INTERIOR                                                                                   ,205 JALAN EUNOS # 06-03 ,419535,ASEEROD@GMAIL.COM                                 ,64574574
31405500B ,HB-09-2820A    ,TECK SENG LEE GENERAL CONSTRUCTION                                                                  ,49 LENTOR GROVE # - FUDU PARK,789215,KSANG_TECKSENGLEE@YAHOO.COM.SG                    ,67558781
42464900D ,HB-09-2825H    ,DC DESIGN AND FURNITURE CONTRACT                                                                    ,1 yishun st 23 # 07-21 YS-ONE,768441,DC_DESIGN24@YAHOO.COM.SG                          ,67580122
51573700C ,HB-09-3010B    ,SILVERLINE RENOVATION CONTRACTOR                                                                    ,280 Woodlands Industrial Park E5 # 03-24 Harvest Building,757322,SILVERLINE_RENOVATION@YAHOO.COM.SG                ,63690606
52829874K ,HB-09-3014F    ,A. K. B. RENOVATION CONTRACTOR                                                                      ,22 Woodlands Link # 02-52 ,738734,AKB.RENOV@GMAIL.COM                               ,65636757
199304548K,HB-09-3018G    ,QUEK AND TAN BUILDING CONTRACTORS PTE LTD                                                           ,"No. 57 Ubi No. 57 Ubi Avenue 1, #05-01 # 05-01 ",408936,QUEKTAN55@GMAIL.COM                               ,68445515
37899000D ,HB-09-3019B    ,THONG YIK CONSTRUCTION                                                                              ,446 hougang ave 8 # B1-1635 ,530446,THONGYIK@YAHOO.COM.SG                             ,62970006
198003102D,HB-09-3026D    ,TUFFI BUILD PTE LTD                                                                                 ,23 TAI KENG GARDENS # - ,535304,TUFFI.BUILD@TUFFI.COM.SG                          ,62667302
52831654X ,HB-09-3027G    ,PAN WEE BUILDING CONTRACTOR                                                                         ,170 UPP BT TIMAH ROAD # 03-15 BT TIMAH SHPG CTR,588179,PANWEE@YAHOO.COM.SG                               ,64660249
200402630K,HB-09-3155E    ,C H KOH PTE LTD                                                                                     ,10 ADMIRALTY STREET # 06-56 North Link Building,757695,RENOVATE2800@HOTMAIL.COM                          ,68772900
198502022R,HB-09-3156H    ,BUILD PLUS PTE LTD                                                                                  ,"35 Dedap r 35 Dedap road, 35 Dedap road # - ",809439,BUILDPLUSGP@GMAIL.COM                             ,96393988
52846119B ,HB-09-3157C    ,POLARIS DESIGN                                                                                      ,506 JURONG WEST STREET 52 # 01-178 ,640506,POLARISDESIGN@SINGNET.COM.SG                      ,65631537
199500634K,HB-09-3160A    ,THEME 21 PTE LTD                                                                                    ,466A MACPHERSON ROAD # - ,368184,THEME21@YMAIL.COM                                 ,67459661
199905163C,HB-09-3164E    ,21ST DECOR ENGINEERING PTE LTD                                                                      ,1 1 SOON LEE STREET # 06-31 PIONEER CENTRE,627605,GENERAL@21STDECOR.COM.SG                          ,67343020
51697100W ,HB-09-3291H    ,ENG THYE FURNITURE INTERIOR CONSTRUCTION                                                            ,27 WOODLANDS INDUSTRIAL PARK E1 # 02-09 HIANGKIE INDUSTRIAL BUILDING IV,757718,WILLIAMONGEH@YAHOO.COM.SG                         ,63660949
200518029H,HB-09-3294Z    ,NUR AYISA INTERIOR DESIGN PTE LTD                                                                   ,810 GEYLANG ROAD # 04-13A CITY PLAZA,409286,NURAYISA@GMAIL.COM                                ,67436937
200407668W,HB-09-3296D    ,SPACIOUS PLANNERS PTE LTD                                                                           ,2 JURONG EAST ST 21 # 03-31 IMM BUILDING,609601,INFO@SPACIOUS.COM.SG                              ,65697227
200722449Z,HB-09-3297G    ,IINCH STUDIO INTERIOR PTE. LTD.                                                                     ,588 BALESTIER ROAD # - ,329899,LAWRENCE@IINCHSTUDIO.COM.SG                       ,62520078
200401234Z,HB-09-3299E    ,SIX DIMENSION DESIGN & DECOR PTE. LTD.                                                              ,472 TAMPINES STREET 44 # 01-57 ,520472,6DDDECOR@GMAIL.COM                                ,65873857
199408873G,HB-09-3301C    ,EMAC PTE LTD                                                                                        ,10 KAKI BUKIT ROAD 1 # 03-11 ,416175,MAIL@EMAC.COM.SG                                  ,67482498
201501131C,HB-09-3303Z    ,ASPERO DESIGN PTE. LTD.                                                                             ,53 Kim Keat Road # 03-01A Mun Hean Building,328823,IRENE@ASPERO.COM.SG                               ,62562627
199604235M,HB-09-3419F    ,METROPOLE BUILDERS PTE LTD                                                                          ,7 TOH GUAN ROAD EAST # 06-08 ALPHA INDUSTRIAL BLDG,608599,WESTON@METROPOLEBUILDERS.COM                      ,68998960
200415534G,HB-09-3422D    ,BIO-DESIGN PTE LTD                                                                                  ,140 PAYA LEBAR RD # 06-18 AZ@PAYA LEBAR,409015,BIO@BIODESIGN.COM.SG                              ,62697726
200309204H,HB-09-3427C    ,WHITE SPACE LIVING PTE LTD                                                                          ,8 BURN ROAD # 16-08 TRIVEX,369977,ADMIN-DEPT@WHITECORPS.COM                         ,62708588
200308696G,HB-09-3428F    ,HI-WOOD DESIGN & BUILDERS PTE. LTD.                                                                 ,276 BANGKIT RD # 04-146 ,670276,HIWODDGN@GMAIL.COM                                ,67662019
200414841N,HB-09-3526C    ,FUSE CONCEPT PTE. LTD.                                                                              ,479 SIMS AVE # - ,387551,FUSE479@SINGNET.COM.SG                            ,67428001
52878065D ,HB-09-3528Z    ,E DESIGN FURNITURE INTERIOR CONSTRUCTION                                                            ,20 Ang Mo Kio Ind.Park 2A # 06-12 AMK Tech Link,567761,EDESIGN.CONTRACT@GMAIL.COM                        ,64843613
200502589C,HB-09-3529A    ,THE INTERIOR HOUSE PTE LTD                                                                          ,579 Balestier Road # - ,329894,CANDYNG@THEINTERIORPLACE.COM.SG                   ,62929883
52894879B ,HB-09-3530D    ,EIKA FURNITURE DESIGN AND CONSTRUCTION                                                              ,30 SIN MING DRIVE # 01-243 ,575704,EIKAFD@GMAIL.COM                                  ,65560836
27607300B ,HB-09-3531G    ,CHENG CHEONG RENOVATION & AWNING CO                                                                 ,3018 BEDOK NORTH ST 5 # 02-32 EASTLINK,486132,CHENGCHEONGPTELTD@GMAIL.COM                       ,62422440
200612043N,HB-09-3534H    ,MAX'S IMAGE DESIGN STUDIO PTE LTD                                                                   ,5 Soon Lee Street # 01-18 Pioneer Point,627607,AIIMAGE.ENQ@GMAIL.COM                             ,87772929
200100411D,HB-09-3535C    ,MIE-TECH ENGINEERING & CONSTRUCTION PTE LTD                                                         ,223 JALAN BESAR # - ,208902,ADMIN@MIETECH.COM.SG                              ,62956074
199702139M,HB-09-3541B    ,SIN YONG IRON WORKS PTE LTD                                                                         ,75 GEYLANG BAHRU # 01-2890 ,339683,SINYONGIRONWORKS@SINGNET.COM.SG                   ,62951819
52935041J ,HB-09-3635F    ,FUTURE HOME INTERIOR DESIGNS                                                                        ,156 LOR SARINA # NA-NA SARINA PARK,416714,EMPING59@YAHOO.COM                                ,67810413
52848822L ,HB-09-3638D    ,EU & ONG GENERAL TRADING CONSTRUCTION                                                               ,205 PETIR RD # 04-601 ,670205,EUANDONG@GMAIL.COM                                ,68928919
31850700E ,HB-09-3640B    ,OKI DESIGN & CONTRACTS                                                                              ,45 HINDHEDE WALK # 05-12 springdale,587978,JULIE.DESIGNOKI@GMAIL.COM                         ,64683020
200010019G,HB-09-3641E    ,REZT & RELAX MOBILI PTE LTD                                                                         ,33 UBI AVENUE 3 # 02-09 VERTEX,408868,WILSON@REZTNRELAX.COM                             ,63487797
200308744R,HB-09-3644F    ,HWA LI DESIGN PTE LTD                                                                               ,506 JURONG WEST ST 52 # 01-182 ,640506,HWALIDESIGN@GMAIL.COM                             ,65631129
200405921C,HB-09-3661C    ,ALSALE MARKETING PTE. LTD.                                                                          ,20 Ang Mo Kio Industrial Park 2A # 05-28 AMK TechLink,567761,ALSALE@SINGNET.COM.SG                             ,64813172
52927091M ,HB-09-3720G    ,D' CLASSIC INTERIOR DESIGN                                                                          ,2 JOO CHIAT RD # 01-1117 JOO CHIAT COMPLEX,420002,DCLASSIC_INTERIORDESIGN@YAHOO.COM.SG              ,67464377
200502102E,HB-09-3721B    ,HAP DESIGN PTE. LTD.                                                                                ,1189 Upper Serangoon Road # 03-15 MidTown,534785,YEESAN@HAP.COM.SG                                 ,69125108
200509547D,HB-09-3722E    ,JAZZ LIFESTYLE PTE. LTD.                                                                            ,21 WOODLANDS CLOSE # 06-19 PRIMZ BIZHUB,737854,ADMIN@JAZZ-LIFESTYLE.COM                          ,63975062
52990428D ,HB-09-3724C    ,STARBUCK DESIGN & RENOVATION                                                                        ,70 EUNOS AVE 7 # - EUNOS INDUSTRIAL ESTATE,409569,STARBUCKRENO@GMAIL.COM                            ,68816469
52960436A ,HB-09-3725F    ,SPACE CREATIONS                                                                                     ,1 Charlton Lane # 01-01 Charlton Corner,539631,RICHARDOW.SPACECREATIONS@YAHOO.COM.SG             ,67537802
199802170H,HB-09-3786H    ,YI LI ALUMINIUM CONTRACTORS PTE LTD                                                                 ,574 ANG MO KIO AVE 10 # 01-1821 ,560574,YILI574@SINGNET.COM.SG                            ,65528596
201420525G,HB-09-3843Z    ,T-M INTERIOR WORKSHOP PTE. LTD.                                                                     ,25 Kaki Bukit Road 4 # 03-34 Synergy@KB,417800,TMDECOR.LIEW@GMAIL.COM                            ,63840378
53046755X ,HB-09-3845D    ,17 DEGREE CELSIUS                                                                                   ,333 serangoon # 08-283 ,550333,17D.C.DESIGN@GMAIL.COM                            ,62841768
201216439C,HB-09-3846G    ,B M ENGINEERING CONTRACTOR AND TRADING PTE. LTD.                                                    ,63 DEFU LANE 12 # - ,539148,BMECAT@SINGNET.COM.SG                             ,67890335
53002909W ,HB-09-3847B    ,HALCYON DESIGN                                                                                      ,18 BOON LAY WAY # 10-113 TRADEHUB 21,609966,METHAMOSS@YAHOO.COM                               ,66863151
53052787A ,HB-09-3940C    ,D HOME                                                                                              ,1013 GEYLANG EAST AVE 3 # 07-122 -,389728,2DHOMESTUDIO@GMAIL.COM                            ,67475598
201624197M,HB-09-3941F    ,LOO BAN HENG GENERAL CONTRACTORS PTE. LTD.                                                          ,71 WOODLAND AVE 10 # - WOODLANDS INDUSTRIAL XCHANGE,737743,LOOBANHENG@GMAIL.COM                              ,62576627
53013623J ,HB-09-3942Z    ,E-SIX CREATIVE                                                                                      ,55 Siglap road # 02-27 Siglap Center,455871,JOHNLIM46@YAHOO.COM.SG                            ,63966301
200800111E,HB-09-3944D    ,AIVO CREATIVE CONSULTANTS PTE. LTD.                                                                 ,6 KRANJI LOOP # 01-23 JTC FLATTED FACTORY BUILDING,739542,ELEEN@AIVOCREATIVE.COM.SG                         ,63632688
201112171M,HB-09-3945G    ,INSPIRATION LIVING PTE. LTD.                                                                        ,207A upper thomson road # 02-01 ,574346,KENNY@INSPIRATIONLIVING.COM.SG                    ,64589283
53140827B ,HB-09-3947E    ,WEI YE ENGINEERING                                                                                  ,446 HOUGANG AVE 8 # B1-1635 ,530446,WEI_YE@LIVE.COM                                   ,68585890
47925500L ,HB-09-3950F    ,RISING CONSTRUCTION                                                                                 ,3027 UBI ROAD 1 # 02-114 ,408720,JOHNTAY73@GMAIL.COM                               ,63857432
42575400J ,HB-10-1837A    ,SOON MEI CONSTRUCTION & SUPPLY                                                                      ,257 CHANGI ROAD # - ,419746,SOONMEI_8@HOTMAIL.COM                             ,67426496
34999600L ,HB-10-1838D    ,ART INTERIOR AND FURNISHING                                                                         ,7030 Ang Mo Kio Avenue 5 # 01-17 Northstar@AMK,569880,ARTINTERIOR2001@YAHOO.COM.SG                      ,67466898
30137700J ,HB-10-1913E    ,HBY DESIGN & BUILD                                                                                  ,21 Serangoon North Ave 5 # 04-01 Ban Teck Han Building,554864,HBYDESIGNBUILD@HOTMAIL.COM                        ,67551686
42480500J ,HB-10-1916F    ,JADE RENOVATION CONTRACTOR                                                                          ,21 BUKIT BATOK CRESCENT # 17-71 WCEGA TOWER,588177,JADERENOCONT@GMAIL.COM                            ,67649497
35454500X ,HB-10-1998Z    ,KONG LIAT RENOVATION CONTRACTOR                                                                     ,1002 TOA PAYOH IND PK # 01-1465 ,319074,CKH007@HOTMAIL.COM                                ,62561138
23918600A ,HB-10-2000D    ,SING AWNING METAL WORK CO                                                                           ,1002 EUNOS AVE 8 # 01-60 ,409497,SINGAWNING@YAHOO.COM.SG                           ,67472473
200302217Z,HB-10-2003E    ,SPACE-TECH GENERAL CONSTRUCTION PTE. LTD.                                                           ,532 ANG MO KIO AVE 10 # 01-2483 ,560532,TOHALBERT@HOTMAIL.COM                             ,64533446
199801628H,HB-10-2005C    ,3H DECOR PTE. LTD.                                                                                  ,71 WOODLANDS IND PARK E9 WAVE 9 # 05-06 ,757048,ADMIN@3HDECOR.COM.SG                              ,68949745
198600290D,HB-10-2067H    ,LSY CONSTRUCTION AND ELECTRICAL PTE LTD                                                             ,57 UBI AVENUE 1 # 06-10 UBI CNETRE,408936,LSYCAEPL@GMAIL.COM                                ,64916410
33546200J ,HB-10-2070Z    ,FOOK WING RENOVATION DESIGN CONSTRUCTION                                                            ,446 Hougang Avenue 8 # B1-1635 ,530446,FOOKWING.RDC@GMAIL.COM                            ,64682237
38429900L ,HB-10-2071A    ,SOON SOON TECK RENO CONTRACTOR                                                                      ,35 KALLANG PUDDING ROAD # 05-12 TONG LEE BUILDING BLOCK A,349314,SSTRENO@YMAIL.COM                                 ,67477173
32280800J ,HB-10-2072D    ,CRAFTING INTERIOR                                                                                   ,140 UPPER BT TIMAH RD # 03-15 BEAUTY WORLD PLAZA,588176,INFO@CRAFTINGINTERIOR.COM.SG                      ,66466658
200310942K,HB-10-2144D    ,SOON RENOVATION PTE LTD                                                                             ,144 UPPER BUKIT TIMAH ROAD # 01-38 BEAUTY WORLD CENTRE,588177,LCTDESIGN@YAHOO.COM.SG                            ,64673283
46897200E ,HB-10-2145G    ,ZINNEX CONSTRUCTION                                                                                 ,18 MARSILING IND EST ROAD 9 # 01-02 ,739173,ZINNEXCONSTRUCTION@GMAIL.COM                      ,63645032
35151300X ,HB-10-2220H    ,CRAFTWORK INTERIORS                                                                                 ,55 Sungei Kadut Drive # - Sungei Kadut Industrial Estate,729563,CRAFTWORKINTERIORS@YAHOO.COM.SG                   ,67547678
36062400J ,HB-10-2222F    ,KASS DESIGN                                                                                         ,8 SIN MING ROAD # 01-04 SIN MING CENTRE,575628,KASSRAYMOND@GMAIL.COM                             ,64515919
36473700W ,HB-10-2225D    ,LOONG CHERN INTERIOR CONSTRUCTION                                                                   ,10 ANSON RD # 16-16 INTERNATIONAL PLAZA,79903,LOONGCHERN@GMAIL.COM                              ,62752001
199508517N,HB-10-2332D    ,JASCO FURNITURE & INTERIOR DECORATOR PTE LTD                                                        ,122 EUNOS AVE 7 # 04-11 RICHFIELD INDUSTRIAL CENTRE,409575,JASCOFID@SINGNET.COM.SG                           ,67487426
199307095W,HB-10-2333G    ,SUCCESS FOREVER CONSTRUCTION & MAINTENANCE PTE LTD                                                  ,7 TOA PAYOH INDUSTRIAL PARK # 01-1259 ,319059,KELLYNGO@SUCCESSFOREVER.COM.SG                    ,63528757
199205714K,HB-10-2334B    ,MODUS CONSTRUCTION PTE LTD                                                                          ,3007 UBI RD 1 # 06-450 ,408701,TECHSYSM@SINGNET.COM.SG                           ,67442228
199700286E,HB-10-2640A    ,ASWOOD INTERIOR PTE LTD                                                                             ,1 NORTH BRIDGE ROAD # 11-06 HIGH STREET CENTRE,179094,ASWOOD@SINGNET.COM.SG                             ,62845615
53195148X ,HB-10-2645H    ,SIN HUAT HENG RENOVATION CONTRACTOR                                                                 ,609 Yishun Street 61 # 02-245 ,760609,JANE.PHUA@YAHOO.COM                               ,67589263
199907868K,HB-10-2649A    ,SLIMLINE DESIGN & CONTRACTS PTE LTD                                                                 ,1 YISHUN ST 23 # 05-45 YS-ONE,768441,SLIMLINE@SINGNET.COM.SG                           ,67564504
50123600K ,HB-10-2657Z    ,SING BAN SIAH RENOVATION & BUILDING CONSTRUCTION                                                    ,10 ANSON ROAD # 10-06 INTERNATIONAL PLAZA,79903,KMK_LIM@YAHOO.COM.SG                              ,65676737
47912200L ,HB-10-2826C    ,ARTIST MANAGEMENT CONCEPT                                                                           ,1003 TOA PAYOH IND PK # 01-1519 ,319075,WONGSANGARTIST@YAHOO.COM.SG                       ,62528555
51674500W ,HB-10-2828Z    ,NORDS DESIGN                                                                                        ,33 Highland Close # - ,549244,LOOJINSEN@GMAIL.COM                               ,63486640
52818158X ,HB-10-2830D    ,ORIENT INTERIOR                                                                                     ,58 Lengkok Bahru # 01-507 ,150058,VINCSH2000@YAHOO.COM                              ,65541643
201016751R,HB-10-2831G    ,LOWE LIVING CONCEPT PTE. LTD.                                                                       ,48 TOH GUAN ROAD EAST # 09-111 ENTERPRISE HUB,608586,LOWE49@GMAIL.COM                                  ,62260280
52804366L ,HB-10-2832B    ,KIA HOCK FURNITURE & RENOVATION                                                                     ,3018 BEDOK NORTH ST 5 # 04-22 ,486132,KIAHOCK@SINGNET.COM.SG                            ,62435954
52469500L ,HB-10-2834H    ,UNITED PACIFIC DESIGN & CONSTRUCTION                                                                ,31 SUNGEI KADUT ST 2 # - ,729243,JOHNPHUA23@YAHOO.COM                              ,62696783
52826159B ,HB-10-2836F    ,GRAND CAPITOL INTERIOR DECOR & CONTRACTS                                                            ,9 JALAN KELULUT # - SELETAR HILLS ESTATE,809027,GRANDCAPITOL@SINGNET.COM.SG                       ,64831517
199608581C,HB-10-2838A    ,BESTDECO PTE LTD                                                                                    ,10 ADMIRALTY STREET # 04-64 NORTH LINK BUILDING,757695,BDECO@SINGNET.COM.SG                              ,67522983
52847059X ,HB-10-3030H    ,D'SIGN INN                                                                                          ,50 Chin Swee Road # 09-04 Thong Chai Building,169874,BELINDA@DSIGNINN.COM                              ,67777941
199701943Z,HB-10-3032F    ,STUDIO FACTORY DESIGN & CONTRACT PTE LTD                                                            ,400 BALESTIER RD # 02-33 BALESTIER PLAZA,329802,STUDIOFACTORYDESIGNS@GMAIL.COM                    ,62552407
52851929L ,HB-10-3034A    ,P.K.B. DECOR ENTERPRISES                                                                            ,66 ST. ANNE\\\'S WOOD # - ,545219,PKBDECOR@YAHOO.COM.SG                             ,62821987
199702738H,HB-10-3035D    ,SHEE ENTERPRISE PTE LTD                                                                             ,2 KALLANG PUDDING # 04-10 MACTECH BUILDING,349307,ERICA@RESOURCECONTRACTS.COM                       ,67424870
200300724Z,HB-10-3037B    ,CISEERN BY DESIGNER FURNISHINGS PTE. LTD.                                                           ,13 Kaki Bukit Road 4 # 03-16 Bartley Biz Centre,417807,CECILIA@CISEERN.COM                               ,65528160
200202635W,HB-10-3038E    ,LEE HONG LEE CONSTRUCTION PTE. LTD.                                                                 ,72 EUNOS AVE 7 # 04-01 SINGAPORE HANDICRAFTS BUILDING,409570,CONSTRUCTION@LEEHONGLEE.COM.SG                    ,62970191
48471600W ,HB-10-3169A    ,CLARA PLASTERCEIL DECORATION                                                                        ,8 Defu Lane 10 # 01-522 ,539189,CLARACHEW03@YAHOO.COM.SG                          ,63648187
201410162H,HB-10-3171G    ,SUN HUP INTERIOR CONTRACTS PTE. LTD.                                                                ,18 Boon Lay Way # 01-98B TRADEHUB 21,609966,SUNHUP88@YAHOO.COM.SG                             ,67932998
199907130D,HB-10-3172B    ,NORTHWEST DESIGN AND BUILD PTE. LTD.                                                                ,18 Boon Lay Way # 01-93 Trade Hub 21,609966,RICKLUA@NORTHWESTINTERIOR.COM                     ,67785115
199401496M,HB-10-3307B    ,OHC CONSTRUCTION PTE LTD                                                                            ,24 NEW INDUSTRIAL ROAD # 05-04 PEI FU INDUSTRIAL BLDG,536210,OHCCPL@SINGNET.COM.SG                             ,62814453
52886313D ,HB-10-3308E    ,SAMSON CREATIVE WORKS                                                                               ,9002 Tampines St 93 # 01-20 Tampines industrial park A,528836,SAMSONCREATIVE@YAHOO.COM.SG                       ,66968055
50313400K ,HB-10-3309H    ,JASON CONSTRUCTION                                                                                  ,258A Compassvale Road # 12-549 ,541258,JASONCHUA.CONSTRUCTION@GMAIL.COM                  ,64894393
52808498D ,HB-10-3311F    ,ISMAIL ARIS TRADING & CONTRACTOR                                                                    ,387 CHANGI ROAD 5 1/2 MS # - ,419836,DILAH2107@HOTMAIL.COM                             ,67443020
199802987N,HB-10-3314D    ,HARICO CONSTRUCTION (S) PTE LTD                                                                     ,1015 GEYLANG EAST AVE 3 # 04-121 ,389730,HARICO@SINGNET.COM.SG                             ,67435170
50739700B ,HB-10-3429Z    ,YU RUI INTERIOR DECORATION                                                                          ,3016 BEDOK NORTH AVE 4 # 06-09 EASTECH,489947,YURUITEO@GMAIL.COM                                ,64435092
201128240N,HB-10-3431D    ,FC GROUP PTE. LTD.                                                                                  ,36 KAKI BUKIT CRESCENT # 02-00 ,416264,KARAFRANK@HOTMAIL.COM                             ,64383809
52841585M ,HB-10-3433B    ,I.D. EXCLUSIVE                                                                                      ,487 YIO CHU KANG ROAD # 09-15 ,787059,IDE97@SINGNET.COM.SG                              ,62922919
52965101K ,HB-10-3537Z    ,EASTRISE DESIGN ASSOCIATES                                                                          ,825 TAMPINES ST 81 # 01-46 ,520825,EASTRISE@SINGNET.COM.SG                           ,67858083
52953455W ,HB-10-3540G    ,PHILOSOPHY LIVING                                                                                   ,41 MIDDLE RD # 05-00 BOON SING BUILDING,188950,P_LIVING@YAHOO.COM.SG                             ,91639297
52964748J ,HB-10-3547A    ,RONIER DESIGN CONSTRUCTION                                                                          ,717 BEDOK RESERVOIR RD # 07-4532 ,470717,RONIER09@LIVE.COM                                 ,66484184
52900668E ,HB-10-3653F    ,H A B DESIGN & CONTRACT                                                                             ,35 PUNGGOL FIELD # 08-27 PRIVE,828818,HABDESIGN99@GMAIL.COM                             ,96267317
52953554L ,HB-10-3656D    ,PREMIUM D'SIGN                                                                                      ,3 ANG MO KIO STREEST 62 # 02-06/07 LINK@AMK,569139,ADMIN@BEGROUP.COM.SG                              ,67590209
52899606A ,HB-10-3657G    ,CLASSIC IDEAS LIVING                                                                                ,178 PAYA LEBAR ROAD # 02-04 PAYA LEBAR 178,409030,IVY@CLASSICIDEAS.COM.SG                           ,62744388
48083600X ,HB-10-3662F    ,KOH ALUMINIUM & CONSTRUCTION                                                                        ,10 ANSON RD # 10-06 INTERNATIONAL PLAZA,79903,KOHALUM@SINGNET.COM.SG                            ,66593608
200406450M,HB-10-3663Z    ,UNITED TEAM LIFESTYLE PTE LTD                                                                       ,301 UPPER THOMSON ROAD # 02-19 THOMSON PLAZA,574408,ENQUIRY@UNITEDTEAM.COM.SG                         ,64511195
52837134K ,HB-10-3664A    ,LI FONG CONSTRUCTION                                                                                ,226G ANG MO KIO AVE 1 # 01-675 ,567226,LFC.AWSG@GMAIL.COM                                ,31515939
